epoch,accuracy,loss,val_accuracy,val_loss
0,0.6285714507102966,0.6923468112945557,0.6228070259094238,0.6915720105171204
1,0.6285714507102966,0.6909001469612122,0.6228070259094238,0.690203070640564
2,0.6285714507102966,0.689413845539093,0.6228070259094238,0.6888128519058228
3,0.6285714507102966,0.6881027221679688,0.6228070259094238,0.6876271367073059
4,0.6285714507102966,0.6868404150009155,0.6228070259094238,0.6863076090812683
5,0.6285714507102966,0.6854942440986633,0.6228070259094238,0.6851257085800171
6,0.6285714507102966,0.6843661665916443,0.6228070259094238,0.684222400188446
7,0.6285714507102966,0.683308482170105,0.6228070259094238,0.6831910610198975
8,0.6285714507102966,0.68220055103302,0.6228070259094238,0.682214617729187
9,0.6285714507102966,0.6811618804931641,0.6228070259094238,0.6812280416488647
10,0.6285714507102966,0.6801134943962097,0.6228070259094238,0.6801578998565674
11,0.6285714507102966,0.6790185570716858,0.6228070259094238,0.6791805624961853
12,0.6285714507102966,0.6778960824012756,0.6228070259094238,0.6782491207122803
13,0.6285714507102966,0.6769813895225525,0.6228070259094238,0.6774193644523621
14,0.6285714507102966,0.6762085556983948,0.6228070259094238,0.6765047907829285
15,0.6285714507102966,0.6752138137817383,0.6228070259094238,0.6757712364196777
16,0.6285714507102966,0.674451470375061,0.6228070259094238,0.6750748157501221
17,0.6285714507102966,0.6736989617347717,0.6228070259094238,0.6743517518043518
18,0.6285714507102966,0.6729114055633545,0.6228070259094238,0.6736874580383301
19,0.6285714507102966,0.6721807718276978,0.6228070259094238,0.6730565428733826
20,0.6285714507102966,0.671557605266571,0.6228070259094238,0.6724305152893066
21,0.6285714507102966,0.6708590388298035,0.6228070259094238,0.6717914342880249
22,0.6285714507102966,0.6701496243476868,0.6228070259094238,0.671172559261322
23,0.6285714507102966,0.6695720553398132,0.6228070259094238,0.6707140207290649
24,0.6285714507102966,0.6690806150436401,0.6228070259094238,0.6701975464820862
25,0.6285714507102966,0.668560802936554,0.6228070259094238,0.6697105169296265
26,0.6285714507102966,0.6680556535720825,0.6228070259094238,0.6693737506866455
27,0.6285714507102966,0.6676862835884094,0.6228070259094238,0.6689653396606445
28,0.6285714507102966,0.6672289371490479,0.6228070259094238,0.6685723662376404
29,0.6285714507102966,0.666754424571991,0.6228070259094238,0.6681784987449646
30,0.6285714507102966,0.6663367748260498,0.6228070259094238,0.6678729057312012
31,0.6285714507102966,0.6659120917320251,0.6228070259094238,0.6674768924713135
32,0.6285714507102966,0.6655697822570801,0.6228070259094238,0.6671027541160583
33,0.6285714507102966,0.6651890873908997,0.6228070259094238,0.6668317914009094
34,0.6285714507102966,0.6648930311203003,0.6228070259094238,0.6665852665901184
35,0.6285714507102966,0.6646221280097961,0.6228070259094238,0.666339099407196
36,0.6285714507102966,0.6643056273460388,0.6228070259094238,0.666073739528656
0,0.6285714507102966,0.6924091577529907,0.6228070259094238,0.6915857195854187
37,0.6285714507102966,0.6640380024909973,0.6228070259094238,0.6658051013946533
1,0.6285714507102966,0.6908570528030396,0.6228070259094238,0.6900703310966492
38,0.6285714507102966,0.6637566685676575,0.6228070259094238,0.6656196117401123
2,0.6285714507102966,0.6892318725585938,0.6228070259094238,0.6886398196220398
39,0.6285714507102966,0.6635226607322693,0.6228070259094238,0.6653607487678528
3,0.6285714507102966,0.6878173351287842,0.6228070259094238,0.6872707009315491
40,0.6285714507102966,0.6632175445556641,0.6228070259094238,0.6651883125305176
4,0.6285714507102966,0.6864743828773499,0.6228070259094238,0.6861513257026672
41,0.6285714507102966,0.6630242466926575,0.6228070259094238,0.6650223135948181
5,0.6285714507102966,0.6851887106895447,0.6228070259094238,0.6848710179328918
42,0.6285714507102966,0.6628595590591431,0.6228070259094238,0.6647886037826538
6,0.6285714507102966,0.6839685440063477,0.6228070259094238,0.6836585402488708
43,0.6285714507102966,0.6626158952713013,0.6228070259094238,0.664698600769043
7,0.6285714507102966,0.6826836466789246,0.6228070259094238,0.6825278401374817
44,0.6285714507102966,0.6624816656112671,0.6228070259094238,0.6644726395606995
8,0.6285714507102966,0.6814939379692078,0.6228070259094238,0.6814237236976624
45,0.6285714507102966,0.6622495055198669,0.6228070259094238,0.6643714308738708
9,0.6285714507102966,0.6802998185157776,0.6228070259094238,0.680361807346344
46,0.6285714507102966,0.6621452569961548,0.6228070259094238,0.6642692685127258
10,0.6285714507102966,0.6792894005775452,0.6228070259094238,0.6794530749320984
11,0.6285714507102966,0.67836993932724,0.6228070259094238,0.6786046028137207
47,0.6285714507102966,0.6620580554008484,0.6228070259094238,0.6641308069229126
48,0.6285714507102966,0.661876380443573,0.6228070259094238,0.6640947461128235
12,0.6285714507102966,0.6773916482925415,0.6228070259094238,0.6776893138885498
49,0.6285714507102966,0.6617698073387146,0.6228070259094238,0.6639745235443115
13,0.6285714507102966,0.6764267683029175,0.6228070259094238,0.6768232583999634
50,0.6285714507102966,0.6616359353065491,0.6228070259094238,0.6638274192810059
14,0.6285714507102966,0.6755109429359436,0.6228070259094238,0.6760103106498718
51,0.6285714507102966,0.661458432674408,0.6228070259094238,0.6637519598007202
15,0.6285714507102966,0.674735426902771,0.6228070259094238,0.6752795577049255
16,0.6285714507102966,0.6739932298660278,0.6228070259094238,0.6744968295097351
52,0.6285714507102966,0.6613782048225403,0.6228070259094238,0.663697361946106
53,0.6285714507102966,0.661355197429657,0.6228070259094238,0.6635980010032654
17,0.6285714507102966,0.6731497049331665,0.6228070259094238,0.673876941204071
54,0.6285714507102966,0.6611989736557007,0.6228070259094238,0.6635482311248779
18,0.6285714507102966,0.6724542379379272,0.6228070259094238,0.6732695698738098
55,0.6285714507102966,0.6611279845237732,0.6228070259094238,0.663496196269989
19,0.6285714507102966,0.6717656254768372,0.6228070259094238,0.6725305318832397
56,0.6285714507102966,0.6611059308052063,0.6228070259094238,0.6634772419929504
20,0.6285714507102966,0.671004056930542,0.6228070259094238,0.6719880104064941
