epoch,accuracy,loss,val_accuracy,val_loss
0,0.6285714507102966,0.6924117803573608,0.6228070259094238,0.6916177272796631
1,0.6285714507102966,0.6908723711967468,0.6228070259094238,0.6901804804801941
2,0.6285714507102966,0.6894702911376953,0.6228070259094238,0.6889445781707764
3,0.6285714507102966,0.6881193518638611,0.6228070259094238,0.6875426769256592
4,0.6285714507102966,0.6866475939750671,0.6228070259094238,0.6863250732421875
5,0.6285714507102966,0.68526291847229,0.6228070259094238,0.6851486563682556
6,0.6285714507102966,0.6840927600860596,0.6228070259094238,0.6837889552116394
7,0.6285714507102966,0.6827404499053955,0.6228070259094238,0.6826493740081787
epoch,accuracy,loss,val_accuracy,val_loss
0,0.6285714507102966,0.6924459934234619,0.6228070259094238,0.6915672421455383
8,0.6285714507102966,0.6816219687461853,0.6228070259094238,0.6815829277038574
1,0.6285714507102966,0.6908851265907288,0.6228070259094238,0.6900966167449951
9,0.6285714507102966,0.6805641651153564,0.6228070259094238,0.6806546449661255
2,0.6285714507102966,0.6893822550773621,0.6228070259094238,0.6887136101722717
10,0.6285714507102966,0.679581880569458,0.6228070259094238,0.6797240376472473
3,0.6285714507102966,0.6878746151924133,0.6228070259094238,0.6873668432235718
11,0.6285714507102966,0.678657054901123,0.6228070259094238,0.6787829995155334
12,0.6285714507102966,0.6776757836341858,0.6228070259094238,0.6781039237976074
4,0.6285714507102966,0.6865426301956177,0.6228070259094238,0.6861506104469299
13,0.6285714507102966,0.6768389940261841,0.6228070259094238,0.6772704720497131
5,0.6285714507102966,0.6852272748947144,0.6228070259094238,0.6849672198295593
14,0.6285714507102966,0.676019012928009,0.6228070259094238,0.6765040755271912
6,0.6285714507102966,0.6840904951095581,0.6228070259094238,0.6837022304534912
7,0.6285714507102966,0.6828017234802246,0.6228070259094238,0.6826764941215515
15,0.6285714507102966,0.6752216815948486,0.6228070259094238,0.6757284998893738
8,0.6285714507102966,0.6816319823265076,0.6228070259094238,0.6816965341567993
16,0.6285714507102966,0.6743949055671692,0.6228070259094238,0.6750533580780029
9,0.6285714507102966,0.6805561184883118,0.6228070259094238,0.6805976629257202
17,0.6285714507102966,0.6736469864845276,0.6228070259094238,0.6744007468223572
10,0.6285714507102966,0.6794567108154297,0.6228070259094238,0.6796071529388428
18,0.6285714507102966,0.6730405688285828,0.6228070259094238,0.6737155318260193
11,0.6285714507102966,0.6784725189208984,0.6228070259094238,0.6786558628082275
19,0.6285714507102966,0.6723023653030396,0.6228070259094238,0.6731364130973816
12,0.6285714507102966,0.6775026321411133,0.6228070259094238,0.6778765320777893
20,0.6285714507102966,0.6717407703399658,0.6228070259094238,0.672562301158905
13,0.6285714507102966,0.6767049431800842,0.6228070259094238,0.6770055890083313
21,0.6285714507102966,0.6710958480834961,0.6228070259094238,0.6720243096351624
14,0.6285714507102966,0.6757915019989014,0.6228070259094238,0.6761652827262878
22,0.6285714507102966,0.6705315709114075,0.6228070259094238,0.671537458896637
15,0.6285714507102966,0.6749351620674133,0.6228070259094238,0.6754114627838135
23,0.6285714507102966,0.6699434518814087,0.6228070259094238,0.6710294485092163
16,0.6285714507102966,0.6740965843200684,0.6228070259094238,0.6748695969581604
24,0.6285714507102966,0.6693974137306213,0.6228070259094238,0.670562744140625
