Epoch	Loss	Val Loss	Accuracy	Val Accuracy
1	1.0524431467056274	1.0333980321884155	0.3541666567325592	0.2916666567325592
2	0.9469185471534729	0.9085375666618347	0.6458333134651184	0.7916666865348816
3	0.8184473514556885	0.6640868782997131	0.9270833134651184	1.0
4	0.7358642220497131	0.5709843039512634	0.8020833134651184	1.0
5	0.656213641166687	0.5425705313682556	0.90625	1.0
6	0.587461531162262	0.48067083954811096	0.9270833134651184	1.0
7	0.5221444368362427	0.43372905254364014	0.9479166865348816	1.0
8	0.4633791446685791	0.35572853684425354	0.9479166865348816	1.0
9	0.4161839187145233	0.3523879945278168	0.9583333134651184	0.9583333134651184
10	0.38978680968284607	0.3069305121898651	0.9583333134651184	1.0
11	0.359393835067749	0.29418233036994934	0.9479166865348816	1.0
12	0.33258000016212463	0.27958229184150696	0.9375	0.9583333134651184
13	0.3132452666759491	0.2585102617740631	0.9583333134651184	0.9583333134651184
14	0.29469701647758484	0.27478817105293274	0.9479166865348816	0.9583333134651184
15	0.2831777334213257	0.24022270739078522	0.9375	0.9583333134651184
16	0.267044335603714	0.21730785071849823	0.9583333134651184	0.9583333134651184
17	0.25891008973121643	0.23370367288589478	0.9479166865348816	0.9583333134651184
18	0.25479206442832947	0.19266341626644135	0.9270833134651184	0.9583333134651184
19	0.2351859211921692	0.16940487921237946	0.96875	1.0
20	0.22784537076950073	0.19330821931362152	0.9479166865348816	0.9583333134651184
21	0.2214662879705429	0.16162537038326263	0.9583333134651184	1.0
22	0.21031850576400757	0.17120420932769775	0.9583333134651184	0.9583333134651184
23	0.21020972728729248	0.1487368941307068	0.9375	1.0
24	0.2054959386587143	0.15876726806163788	0.9479166865348816	0.9583333134651184
25	0.2010171264410019	0.15403403341770172	0.9479166865348816	0.9583333134651184
26	0.1888904571533203	0.1399381160736084	0.9479166865348816	0.9583333134651184
27	0.18850110471248627	0.12487002462148666	0.9479166865348816	1.0
28	0.17993579804897308	0.12568913400173187	0.9583333134651184	1.0
29	0.17666779458522797	0.11993395537137985	0.96875	1.0
30	0.17011769115924835	0.12711672484874725	0.9479166865348816	0.9583333134651184
31	0.1671731024980545	0.11693421006202698	0.9583333134651184	0.9583333134651184
32	0.16733276844024658	0.10508754849433899	0.9479166865348816	1.0
33	0.16350354254245758	0.11336512118577957	0.96875	0.9583333134651184
34	0.16022257506847382	0.1185644194483757	0.9270833134651184	0.9583333134651184
35	0.15210910141468048	0.0970090851187706	0.9479166865348816	1.0
36	0.1546328216791153	0.10699227452278137	0.9583333134651184	0.9583333134651184
37	0.1626654714345932	0.09715711325407028	0.9270833134651184	0.9583333134651184
38	0.15781962871551514	0.09897278994321823	0.9479166865348816	0.9583333134651184
39	0.14773665368556976	0.11747655272483826	0.9583333134651184	0.9583333134651184
40	0.14981906116008759	0.09047216176986694	0.9479166865348816	0.9583333134651184
41	0.14142177999019623	0.09091364592313766	0.9583333134651184	0.9583333134651184
42	0.14018912613391876	0.0745178833603859	0.96875	1.0
43	0.14100126922130585	0.11224731057882309	0.9583333134651184	0.9583333134651184
44	0.13835002481937408	0.09668892621994019	0.9375	0.9583333134651184
45	0.13508589565753937	0.09107905626296997	0.96875	0.9583333134651184
46	0.13917124271392822	0.07818759232759476	0.96875	1.0
47	0.1369476616382599	0.078495092689991	0.9583333134651184	0.9583333134651184
48	0.12935425341129303	0.09058258682489395	0.9583333134651184	0.9583333134651184
49	0.12596839666366577	0.07164163142442703	0.9583333134651184	1.0
50	0.12817832827568054	0.09618227928876877	0.96875	0.9583333134651184
51	0.13046033680438995	0.0885094702243805	0.9479166865348816	0.9583333134651184
52	0.1327628344297409	0.05731785669922829	0.96875	1.0
53	0.13333041965961456	0.09066072851419449	0.9583333134651184	0.9583333134651184
54	0.1325850635766983	0.07117143273353577	0.9583333134651184	0.9583333134651184
55	0.12655432522296906	0.07308342307806015	0.9479166865348816	0.9583333134651184
56	0.1221429705619812	0.07190681993961334	0.96875	0.9583333134651184
57	0.13889558613300323	0.05078832805156708	0.9583333134651184	1.0
58	0.12131834030151367	0.08529341220855713	0.9583333134651184	0.9583333134651184
59	0.13457520306110382	0.09360990673303604	0.9479166865348816	0.9583333134651184
60	0.12083733826875687	0.05054094269871712	0.9583333134651184	1.0
61	0.1339714527130127	0.07573961466550827	0.9270833134651184	0.9583333134651184
62	0.12275132536888123	0.07116439193487167	0.9583333134651184	0.9583333134651184
63	0.11437367647886276	0.06528105586767197	0.9479166865348816	0.9583333134651184
64	0.121085524559021	0.07459291070699692	0.9583333134651184	0.9583333134651184
65	0.1290835291147232	0.06228599324822426	0.9270833134651184	0.9583333134651184
66	0.11094575375318527	0.04873250052332878	0.9583333134651184	1.0
67	0.1131664589047432	0.06272896379232407	0.96875	0.9583333134651184
68	0.10711599141359329	0.06470756977796555	0.9583333134651184	0.9583333134651184
69	0.11575424671173096	0.08073503524065018	0.9583333134651184	0.9583333134651184
70	0.11515792459249496	0.055157389491796494	0.9583333134651184	1.0
71	0.11182552576065063	0.06415332108736038	0.96875	0.9583333134651184
72	0.1059328243136406	0.05120241269469261	0.9583333134651184	1.0
73	0.10996539145708084	0.0551794171333313	0.9583333134651184	1.0
74	0.10717280954122543	0.05830620601773262	0.9583333134651184	0.9583333134651184
75	0.1073843315243721	0.06260201334953308	0.9583333134651184	0.9583333134651184
76	0.11628631502389908	0.05266977846622467	0.9479166865348816	1.0
77	0.1049429178237915	0.0591738261282444	0.96875	0.9583333134651184
78	0.10697547346353531	0.044715285301208496	0.9583333134651184	1.0
79	0.11435795575380325	0.05177609622478485	0.9583333134651184	1.0
80	0.10339733958244324	0.05237011983990669	0.96875	1.0
81	0.10135326534509659	0.06930738687515259	0.9583333134651184	0.9583333134651184
82	0.10195809602737427	0.04925072565674782	0.96875	1.0
83	0.1031724140048027	0.05285237357020378	0.9583333134651184	0.9583333134651184
84	0.10251254588365555	0.05965295061469078	0.96875	0.9583333134651184
85	0.09812363982200623	0.055578652769327164	0.96875	0.9583333134651184
86	0.10156753659248352	0.051797907799482346	0.9583333134651184	0.9583333134651184
87	0.0974573865532875	0.047513753175735474	0.96875	1.0
88	0.09890491515398026	0.05221043899655342	0.96875	0.9583333134651184
89	0.10037947446107864	0.06468883901834488	0.9583333134651184	0.9583333134651184
90	0.10180909186601639	0.0529928095638752	0.96875	0.9583333134651184
91	0.10924121737480164	0.046221066266298294	0.9583333134651184	1.0
92	0.10057947039604187	0.05742287635803223	0.9479166865348816	0.9583333134651184
93	0.12591205537319183	0.05295712128281593	0.9583333134651184	0.9583333134651184
94	0.09735830873250961	0.055463165044784546	0.96875	0.9583333134651184
95	0.09443601220846176	0.04769347608089447	0.96875	1.0
96	0.10142742842435837	0.045403409749269485	0.9375	1.0
97	0.10019856691360474	0.046427611261606216	0.9583333134651184	1.0
98	0.10093256831169128	0.04921342059969902	0.9479166865348816	0.9583333134651184
99	0.09368141740560532	0.050702039152383804	0.96875	0.9583333134651184
100	0.0945575013756752	0.051728755235672	0.9791666865348816	0.9583333134651184
